Manufacturer,Model,Category,Fuel type,Gear box type,Drive wheels,Doors,Wheel,Color,Leather interior,Manufacturer_cleaned,Model_cleaned,Category_cleaned,Fuel type_cleaned,Gear box type_cleaned,Drive wheels_cleaned,Doors_cleaned,Wheel_cleaned,Color_cleaned,Leather interior_cleaned,Manufacturer_scaled,Model_scaled,Category_scaled,Fuel type_scaled,Gear box type_scaled,Drive wheels_scaled,Doors_scaled,Wheel_scaled,Color_scaled,Leather interior_scaled,Levy,Prod. year,Engine volume,Mileage,Cylinders,Airbags,Levy_cleaned,Prod. year_cleaned,Engine volume_cleaned,isTurbo,Mileage_cleaned,Cylinders_cleaned,Airbags_cleaned,Levy_scaled,Prod. year_scaled,Engine volume_scaled,Mileage_scaled,Cylinders_scaled,Airbags_scaled,Price
OPEL,Zafira,Universal,Diesel,Manual,Front,04-May,Left wheel,Beige,Yes,OPEL,ZAFIRA,UNIVERSAL,DIESEL,MANUAL,FRONT,4,LEFT WHEEL,BEIGE,YES,135697.0088246,13055.3167052,22215.4061199,36298.9310787,39404.6623373,20599.3767854,17089.9312887,20737.4846683,17070.8028294,18478.9556784,-,2007,1.9 Turbo,0 km,4.0000000,6,0,2007,1.9000000,1,0,4.0000000,6,0.0000000,0.8395062,0.0950000,0.0000000,0.2000000,0.3750000,13485
HYUNDAI,Tucson,Jeep,Diesel,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,TUCSON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,30227.4491721,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,877,2017,1.7,93720 km,4.0000000,4,877,2017,1.7000000,0,93720,4.0000000,4,0.0748677,0.9629630,0.0850000,0.0000436,0.2000000,0.2500000,47537
VOLKSWAGEN,Touran,Minivan,Petrol,Tiptronic,Front,04-May,Right-hand drive,Silver,No,VOLKSWAGEN,TOURAN,MINIVAN,PETROL,TIPTRONIC,FRONT,4,RIGHT-HAND DRIVE,SILVER,NO,11764.1629492,19757.7107146,21139.4158882,17162.3155529,25387.1017835,20599.3767854,17089.9312887,8945.6475385,15333.5653059,23533.4518021,-,2004,2,135000 km,4.0000000,8,0,2004,2.0000000,0,135000,4.0000000,8,0.0000000,0.8024691,0.1000000,0.0000629,0.2000000,0.5000000,7997
CHEVROLET,Impala,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,CHEVROLET,IMPALA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,15631.2040472,28947.0880581,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,1872,2018,3.6,71194 km,6.0000000,12,1872,2018,3.6000000,0,71194,6.0000000,12,0.1598088,0.9753086,0.1800000,0.0000332,0.3333333,0.7500000,3293
CHEVROLET,Cruze,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,Black,No,CHEVROLET,CRUZE,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,BLACK,NO,15631.2040472,11885.9585091,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18086.8626653,23533.4518021,650,2016,1.4 Turbo,107200 km,4.0000000,6,650,2016,1.4000000,1,107200,4.0000000,6,0.0554892,0.9506173,0.0700000,0.0000499,0.2000000,0.3750000,15681
HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,SONATA,SEDAN,LPG,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,13621.9359885,14159.5858168,13617.4413579,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,765,2015,2,421167 km,4.0000000,4,765,2015,2.0000000,0,421167,4.0000000,4,0.0653065,0.9382716,0.1000000,0.0001961,0.2000000,0.2500000,10976
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,629,2015,1.6,11261 km,4.0000000,4,629,2015,1.6000000,0,11261,4.0000000,4,0.0536964,0.9382716,0.0800000,0.0000052,0.2000000,0.2500000,27654
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,Grey,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,781,2012,2.5,314373 km,4.0000000,12,781,2012,2.5000000,0,314373,4.0000000,12,0.0666724,0.9012346,0.1250000,0.0001464,0.2000000,0.7500000,392
HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,SONATA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,13621.9359885,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,640,2013,2,206088 km,4.0000000,4,640,2013,2.0000000,0,206088,4.0000000,4,0.0546355,0.9135802,0.1000000,0.0000960,0.2000000,0.2500000,14166
CHEVROLET,Volt,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,Grey,Yes,CHEVROLET,VOLT,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,15631.2040472,10592.1588260,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,382,2017,1.5,125358 km,4.0000000,0,382,2017,1.5000000,0,125358,4.0000000,0,0.0326106,0.9629630,0.0750000,0.0000584,0.2000000,0.0000000,188
KIA,Optima,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,KIA,OPTIMA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,14959.5566306,15769.8156187,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,764,2015,2,64032 km,4.0000000,4,764,2015,2.0000000,0,64032,4.0000000,4,0.0652211,0.9382716,0.1000000,0.0000298,0.2000000,0.2500000,14426
HYUNDAI,Sonata,Sedan,LPG,Automatic,Front,04-May,Left wheel,Silver,Yes,HYUNDAI,SONATA,SEDAN,LPG,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,21956.5739967,13621.9359885,14159.5858168,13617.4413579,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,765,2015,2,216070 km,4.0000000,4,765,2015,2.0000000,0,216070,4.0000000,4,0.0653065,0.9382716,0.1000000,0.0001006,0.2000000,0.2500000,12231
MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,ML 350,JEEP,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,18318.5683697,15939.5920151,23520.2505712,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1172,2011,3.5,220323 km,6.0000000,12,1172,2011,3.5000000,0,220323,6.0000000,12,0.1000512,0.8888889,0.1750000,0.0001026,0.3333333,0.7500000,157
CHEVROLET,Impala,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,CHEVROLET,IMPALA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,15631.2040472,28947.0880581,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,1869,2019,3.6,18438 km,6.0000000,12,1869,2019,3.6000000,0,18438,6.0000000,12,0.1595527,0.9876543,0.1800000,0.0000086,0.3333333,0.7500000,3450
NISSAN,Frontier,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Brown,Yes,NISSAN,FRONTIER,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BROWN,YES,10207.3300496,17065.8181550,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19828.8828640,18478.9556784,1694,2016,4,105427 km,6.0000000,12,1694,2016,4.0000000,0,105427,6.0000000,12,0.1446133,0.9506173,0.2000000,0.0000491,0.3333333,0.7500000,3136
BMW,750 4.8,Sedan,CNG,Tiptronic,Rear,04-May,Left wheel,White,Yes,BMW,750 4.8,SEDAN,CNG,TIPTRONIC,REAR,4,LEFT WHEEL,WHITE,YES,21076.6479150,19851.7817860,14159.5858168,9029.0145166,25387.1017835,17448.8573494,17089.9312887,20737.4846683,18498.8401849,18478.9556784,-,2005,4.8,210000 km,8.0000000,12,0,2005,4.8000000,0,210000,8.0000000,12,0.0000000,0.8148148,0.2400000,0.0000978,0.4666667,0.7500000,18817
MERCEDES-BENZ,E 320,Sedan,Diesel,Tiptronic,Rear,04-May,Left wheel,Silver,Yes,MERCEDES-BENZ,E 320,SEDAN,DIESEL,TIPTRONIC,REAR,4,LEFT WHEEL,SILVER,YES,18318.5683697,14348.7632061,14159.5858168,36298.9310787,25387.1017835,17448.8573494,17089.9312887,20737.4846683,15333.5653059,18478.9556784,-,2001,3.2 Turbo,195330 km,6.0000000,6,0,2001,3.2000000,1,195330,6.0000000,6,0.0000000,0.7654321,0.1600000,0.0000910,0.3333333,0.3750000,10349
TOYOTA,Camry,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Silver,Yes,TOYOTA,CAMRY,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,14378.2583811,12742.1087257,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,777,2014,2.5,328282 km,4.0000000,12,777,2014,2.5000000,0,328282,4.0000000,12,0.0663309,0.9259259,0.1250000,0.0001529,0.2000000,0.7500000,2195
MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Left wheel,White,Yes,MERCEDES-BENZ,ML 350,JEEP,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,WHITE,YES,18318.5683697,15939.5920151,23520.2505712,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,915,2014,3,57755 km,6.0000000,6,915,2014,3.0000000,0,57755,6.0000000,6,0.0781117,0.9259259,0.1500000,0.0000269,0.3333333,0.3750000,46414
TOYOTA,Highlander,Sedan,Hybrid,Automatic,4x4,04-May,Left wheel,Black,Yes,TOYOTA,HIGHLANDER,SEDAN,HYBRID,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,14378.2583811,10714.9506463,14159.5858168,10903.2491977,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1537,2009,3.3,318358 km,6.0000000,12,1537,2009,3.3000000,0,318358,6.0000000,12,0.1312105,0.8641975,0.1650000,0.0001482,0.3333333,0.7500000,1019
MERCEDES-BENZ,GLE 350,Jeep,Petrol,Automatic,Rear,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,GLE 350,JEEP,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,BLACK,YES,18318.5683697,29562.9410233,23520.2505712,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1714,2017,3.5,59331 km,6.0000000,0,1714,2017,3.5000000,0,59331,6.0000000,0,0.1463206,0.9629630,0.1750000,0.0000276,0.3333333,0.0000000,4704
TOYOTA,Camry,Sedan,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,779,2013,2.5,124912 km,4.0000000,12,779,2013,2.5000000,0,124912,4.0000000,12,0.0665016,0.9135802,0.1250000,0.0000582,0.2000000,0.7500000,3763
HYUNDAI,Veloster R-spec,Coupe,Petrol,Manual,Front,02-Mar,Left wheel,Black,Yes,HYUNDAI,VELOSTER R-SPEC,COUPE,PETROL,MANUAL,FRONT,2,LEFT WHEEL,BLACK,YES,21956.5739967,19851.7817860,21840.5164177,17162.3155529,39404.6623373,20599.3767854,85611.0594215,20737.4846683,18086.8626653,18478.9556784,-,2014,1.6 Turbo,96000 km,4.0000000,6,0,2014,1.6000000,1,96000,4.0000000,6,0.0000000,0.9259259,0.0800000,0.0000447,0.2000000,0.3750000,19757
MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Left wheel,Black,Yes,MERCEDES-BENZ,ML 350,JEEP,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,BLACK,YES,18318.5683697,15939.5920151,23520.2505712,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,1363,2012,4.6,180659 km,8.0000000,12,1363,2012,4.6000000,0,180659,8.0000000,12,0.1163565,0.9012346,0.2300000,0.0000841,0.4666667,0.7500000,1725
DODGE,Ramcharger,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,Black,Yes,DODGE,RAMCHARGER,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,BLACK,YES,10659.8669974,16814.5244508,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,18086.8626653,18478.9556784,2377,2016,5.7,87434 km,8.0000000,12,2377,2016,5.7000000,0,87434,8.0000000,12,0.2029196,0.9506173,0.2850000,0.0000407,0.4666667,0.7500000,11760
JAGUAR,XF,Sedan,Petrol,Automatic,Rear,04-May,Left wheel,Silver,Yes,JAGUAR,XF,SEDAN,PETROL,AUTOMATIC,REAR,4,LEFT WHEEL,SILVER,YES,33134.2369049,27191.3408930,14159.5858168,17162.3155529,16011.0486705,17448.8573494,17089.9312887,20737.4846683,15333.5653059,18478.9556784,1470,2013,5,85459 km,8.0000000,12,1470,2013,5.0000000,0,85459,8.0000000,12,0.1254909,0.9135802,0.2500000,0.0000398,0.4666667,0.7500000,627
HYUNDAI,Sonata,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Grey,Yes,HYUNDAI,SONATA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,GREY,YES,21956.5739967,13621.9359885,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,19423.6326880,18478.9556784,640,2013,2,126655 km,4.0000000,4,640,2013,2.0000000,0,126655,4.0000000,4,0.0546355,0.9135802,0.1000000,0.0000590,0.2000000,0.2500000,20883
MERCEDES-BENZ,E 350,Sedan,Diesel,Automatic,4x4,04-May,Left wheel,Grey,Yes,MERCEDES-BENZ,E 350,SEDAN,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,GREY,YES,18318.5683697,11656.3850257,14159.5858168,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1399,2010,3.5,256914 km,6.0000000,12,1399,2010,3.5000000,0,256914,6.0000000,12,0.1194297,0.8765432,0.1750000,0.0001196,0.3333333,0.7500000,8938
TOYOTA,Camry,Sedan,Hybrid,Variator,Front,04-May,Left wheel,Black,Yes,TOYOTA,CAMRY,SEDAN,HYBRID,VARIATOR,FRONT,4,LEFT WHEEL,BLACK,YES,14378.2583811,12742.1087257,14159.5858168,10903.2491977,15129.3860444,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,-,2015,2.5,85000 km,4.0000000,10,0,2015,2.5000000,0,85000,4.0000000,10,0.0000000,0.9382716,0.1250000,0.0000396,0.2000000,0.6250000,29793
RENAULT,Megane,Hatchback,Diesel,Automatic,Front,04-May,Left wheel,White,No,RENAULT,MEGANE,HATCHBACK,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,NO,14889.5138200,17750.5878574,11346.8436235,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,23533.4518021,-,2010,1.5,190000 km,4.0000000,8,0,2010,1.5000000,0,190000,4.0000000,8,0.0000000,0.8765432,0.0750000,0.0000885,0.2000000,0.5000000,18817
TOYOTA,RAV 4,Jeep,CNG,Automatic,4x4,02-Mar,Right-hand drive,Blue,No,TOYOTA,RAV 4,JEEP,CNG,AUTOMATIC,4X4,2,RIGHT-HAND DRIVE,BLUE,NO,14378.2583811,22700.0802101,23520.2505712,9029.0145166,16011.0486705,18911.5534039,85611.0594215,8945.6475385,51432.4322560,23533.4518021,-,1995,2,0 km,4.0000000,0,0,1995,2.0000000,0,0,4.0000000,0,0.0000000,0.6913580,0.1000000,0.0000000,0.2000000,0.0000000,6272
TOYOTA,Vitz RS,Hatchback,Petrol,Variator,Front,04-May,Right-hand drive,White,Yes,TOYOTA,VITZ RS,HATCHBACK,PETROL,VARIATOR,FRONT,4,RIGHT-HAND DRIVE,WHITE,YES,14378.2583811,18633.5681550,11346.8436235,17162.3155529,15129.3860444,20599.3767854,17089.9312887,8945.6475385,18498.8401849,18478.9556784,-,2008,1.5,95000 km,4.0000000,4,0,2008,1.5000000,0,95000,4.0000000,4,0.0000000,0.8518519,0.0750000,0.0000442,0.2000000,0.2500000,11917
FORD,Fusion,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,No,FORD,FUSION,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,NO,16689.1262008,10644.3226610,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,23533.4518021,-,2016,2.5,70500 km,4.0000000,8,0,2016,2.5000000,0,70500,4.0000000,8,0.0000000,0.9506173,0.1250000,0.0000328,0.2000000,0.5000000,28225
HYUNDAI,Azera,Sedan,Petrol,Automatic,Front,04-May,Left wheel,White,Yes,HYUNDAI,AZERA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,21956.5739967,19851.7817860,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,-,2012,3,122000 km,6.0000000,12,0,2012,3.0000000,0,122000,6.0000000,12,0.0000000,0.9012346,0.1500000,0.0000568,0.3333333,0.7500000,32302
FORD,Fusion,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,FORD,FUSION,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,16689.1262008,10644.3226610,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,595,2015,1.5 Turbo,163711 km,4.0000000,12,595,2015,1.5000000,1,163711,4.0000000,12,0.0507939,0.9382716,0.0750000,0.0000762,0.2000000,0.7500000,15994
SSANGYONG,REXTON,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Silver,Yes,SSANGYONG,REXTON,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,SILVER,YES,30271.4061379,31006.5445140,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,15333.5653059,18478.9556784,640,2013,2,169027 km,4.0000000,4,640,2013,2.0000000,0,169027,4.0000000,4,0.0546355,0.9135802,0.1000000,0.0000787,0.2000000,0.2500000,29075
MERCEDES-BENZ,ML 350,Jeep,Diesel,Automatic,4x4,04-May,Left wheel,Grey,Yes,MERCEDES-BENZ,ML 350,JEEP,DIESEL,AUTOMATIC,4X4,4,LEFT WHEEL,GREY,YES,18318.5683697,15939.5920151,23520.2505712,36298.9310787,16011.0486705,18911.5534039,17089.9312887,20737.4846683,19423.6326880,18478.9556784,1273,2015,3.5,79080 km,6.0000000,12,1273,2015,3.5000000,0,79080,6.0000000,12,0.1086734,0.9382716,0.1750000,0.0000368,0.3333333,0.7500000,22894
DAEWOO,Lacetti,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,DAEWOO,LACETTI,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,9425.7421429,10000.6296744,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,790,2009,1.6,107125 km,4.0000000,4,790,2009,1.6000000,0,107125,4.0000000,4,0.0674407,0.8641975,0.0800000,0.0000499,0.2000000,0.2500000,5802
SUZUKI,SX4,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,Grey,No,SUZUKI,SX4,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,GREY,NO,14529.6297039,13258.0408930,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,19423.6326880,23533.4518021,966,2009,2,107000 km,4.0000000,8,966,2009,2.0000000,0,107000,4.0000000,8,0.0824654,0.8641975,0.1000000,0.0000498,0.2000000,0.5000000,9408
VAZ,2107 07,Sedan,Petrol,Manual,Rear,04-May,Left wheel,White,No,VAZ,2107 07,SEDAN,PETROL,MANUAL,REAR,4,LEFT WHEEL,WHITE,NO,10040.0939287,19851.7817860,14159.5858168,17162.3155529,39404.6623373,17448.8573494,17089.9312887,20737.4846683,18498.8401849,23533.4518021,-,1999,1.7,1000 km,4.0000000,0,0,1999,1.7000000,0,1000,4.0000000,0,0.0000000,0.7407407,0.0850000,0.0000005,0.2000000,0.0000000,3700
TOYOTA,Camry,Sedan,Petrol,Tiptronic,4x4,04-May,Left wheel,Black,Yes,TOYOTA,CAMRY,SEDAN,PETROL,TIPTRONIC,4X4,4,LEFT WHEEL,BLACK,YES,14378.2583811,12742.1087257,14159.5858168,17162.3155529,25387.1017835,18911.5534039,17089.9312887,20737.4846683,18086.8626653,18478.9556784,862,2011,2.5,208000 km,6.0000000,10,862,2011,2.5000000,0,208000,6.0000000,10,0.0735872,0.8888889,0.1250000,0.0000969,0.3333333,0.6250000,14740
TOYOTA,Prius,Sedan,Hybrid,Variator,Front,04-May,Left wheel,Golden,No,TOYOTA,PRIUS,SEDAN,HYBRID,VARIATOR,FRONT,4,LEFT WHEEL,GOLDEN,NO,14378.2583811,11460.6154719,14159.5858168,10903.2491977,15129.3860444,20599.3767854,17089.9312887,20737.4846683,15537.7206971,23533.4518021,-,2010,1.8,208000 km,4.0000000,6,0,2010,1.8000000,0,208000,4.0000000,6,0.0000000,0.8765432,0.0900000,0.0000969,0.2000000,0.3750000,14583
HYUNDAI,Santa FE,Jeep,Diesel,Automatic,Front,04-May,Left wheel,Black,Yes,HYUNDAI,SANTA FE,JEEP,DIESEL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,21956.5739967,39004.0629882,23520.2505712,36298.9310787,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,891,2016,2,145339 km,4.0000000,4,891,2016,2.0000000,0,145339,4.0000000,4,0.0760628,0.9506173,0.1000000,0.0000677,0.2000000,0.2500000,41553
NISSAN,Altima,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,NISSAN,ALTIMA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,10207.3300496,11600.4924109,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,862,2011,2.5,266819 km,4.0000000,12,862,2011,2.5000000,0,266819,4.0000000,12,0.0735872,0.8888889,0.1250000,0.0001242,0.2000000,0.7500000,2744
NISSAN,Juke,Jeep,Petrol,Automatic,4x4,04-May,Left wheel,White,Yes,NISSAN,JUKE,JEEP,PETROL,AUTOMATIC,4X4,4,LEFT WHEEL,WHITE,YES,10207.3300496,12268.5433848,23520.2505712,17162.3155529,16011.0486705,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,629,2015,1.6,88475 km,4.0000000,0,629,2015,1.6000000,0,88475,4.0000000,0,0.0536964,0.9382716,0.0800000,0.0000412,0.2000000,0.0000000,3763
BMW,535,Sedan,Petrol,Tiptronic,4x4,04-May,Left wheel,White,Yes,BMW,535,SEDAN,PETROL,TIPTRONIC,4X4,4,LEFT WHEEL,WHITE,YES,21076.6479150,28172.7171628,14159.5858168,17162.3155529,25387.1017835,18911.5534039,17089.9312887,20737.4846683,18498.8401849,18478.9556784,919,2012,3.0 Turbo,124000 km,6.0000000,16,919,2012,3.0000000,1,124000,6.0000000,16,0.0784531,0.9012346,0.1500000,0.0000577,0.3333333,1.0000000,34497
TOYOTA,Camry,Sedan,Petrol,Tiptronic,Front,04-May,Left wheel,Blue,Yes,TOYOTA,CAMRY,SEDAN,PETROL,TIPTRONIC,FRONT,4,LEFT WHEEL,BLUE,YES,14378.2583811,12742.1087257,14159.5858168,17162.3155529,25387.1017835,20599.3767854,17089.9312887,20737.4846683,51432.4322560,18478.9556784,779,2013,2.5,102000 km,4.0000000,10,779,2013,2.5000000,0,102000,4.0000000,10,0.0665016,0.9135802,0.1250000,0.0000475,0.2000000,0.6250000,20385
MITSUBISHI,Colt,Hatchback,Petrol,Variator,Front,04-May,Right-hand drive,Silver,No,MITSUBISHI,COLT,HATCHBACK,PETROL,VARIATOR,FRONT,4,RIGHT-HAND DRIVE,SILVER,NO,14611.9783528,13336.0389457,11346.8436235,17162.3155529,15129.3860444,20599.3767854,17089.9312887,8945.6475385,15333.5653059,23533.4518021,-,2004,1.2,180000 km,4.0000000,8,0,2004,1.2000000,0,180000,4.0000000,8,0.0000000,0.8024691,0.0600000,0.0000838,0.2000000,0.5000000,7213
FORD,Transit Custom,Microbus,Diesel,Manual,Front,04-May,Left wheel,White,No,FORD,TRANSIT CUSTOM,MICROBUS,DIESEL,MANUAL,FRONT,4,LEFT WHEEL,WHITE,NO,16689.1262008,19851.7817860,19041.3038388,36298.9310787,39404.6623373,20599.3767854,17089.9312887,20737.4846683,18498.8401849,23533.4518021,765,2015,2.0 Turbo,120000 km,4.0000000,2,765,2015,2.0000000,1,120000,4.0000000,2,0.0653065,0.9382716,0.1000000,0.0000559,0.2000000,0.1250000,30420
HYUNDAI,Elantra,Sedan,Petrol,Automatic,Front,04-May,Left wheel,Black,Yes,HYUNDAI,ELANTRA,SEDAN,PETROL,AUTOMATIC,FRONT,4,LEFT WHEEL,BLACK,YES,21956.5739967,15977.3790731,14159.5858168,17162.3155529,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18086.8626653,18478.9556784,891,2016,2,52000 km,4.0000000,0,891,2016,2.0000000,0,52000,4.0000000,0,0.0760628,0.9506173,0.1000000,0.0000242,0.2000000,0.0000000,22580
LEXUS,CT 200h,Hatchback,Hybrid,Automatic,Front,04-May,Left wheel,White,Yes,LEXUS,CT 200H,HATCHBACK,HYBRID,AUTOMATIC,FRONT,4,LEFT WHEEL,WHITE,YES,19295.3661710,10525.0489469,11346.8436235,10903.2491977,16011.0486705,20599.3767854,17089.9312887,20737.4846683,18498.8401849,18478.9556784,397,2016,1.8,71904 km,4.0000000,0,397,2016,1.8000000,0,71904,4.0000000,0,0.0338911,0.9506173,0.0900000,0.0000335,0.2000000,0.0000000,6743
